YAGEO2/RC0402FR-07240RL	R99	68.58	21.9646	0
MICROCHIP/24LC32AT-I%2FOT	U7	29.5275	21.9075	-90
TXC/7A-24.000MAAJ-T	Y2	45.212	41.402	-180
SAMTEC/FTR-110-03-G-D-06	P2	35.2425	13.0175	90
MURATA/LQM2HPN2R2MG0L	L1	21.5265	8.5725	180
MURATA/LQM2HPN2R2MG0L	L2	25.654	8.5725	0
MURATA/LQM2HPN2R2MG0L	L3	28.8925	15.24	-90
FCI/10118241-001RLF	P6	82.6901	25.146	-90
TI/SN74LVC2G241DCUR	U15	52.578	11.43	90
MOLEX/5025700893	P10	78.1417	37.719	-90
MOLEX/56579-0576	P4	3.64604	44.1325	0
PANASONIC/ERJ-2GEJ330X	R167	40.9575	41.91	90
PANASONIC/ERJ-2GEJ330X	R18	41.91	11.43	90
PANASONIC/ERJ-2GEJ330X	R21	48.26	11.43	90
